월,이름,한줄 소개,국가,날씨,온도,추천 이유,이미지 URL,항공권 가격,비행시간,제휴 링크,제휴 안내,CTA 문구,위도,경도
11,피렌체(비수기),관광객 없는 조용한 르네상스 도시,it,서늘함,9-15°C,11월 피렌체는 대기줄 없이 우피치 갤러리에서 보티첼리와 미켈란젤로를 감상할 수 있습니다. 비수기라 고급 레스토랑도 예약 없이 방문 가능하며 지역 주민들의 일상을 더 가까이 볼 수 있습니다.,https://images.unsplash.com/photo-1534430480872-3498386e7856?w=800,"₩1,200,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,43.77,11.26
11,우유니,"세상에서 가장 큰 거울, 반영의 기적",bo,더움,10-20°C,11월은 우유니 우기 시작으로 얕은 물 위에 하늘이 완벽하게 반영되는 황홀한 계절이 시작됩니다. 소금 사막 위의 거울 같은 반영 사진은 일생에 한 번은 찍어야 할 버킷리스트입니다.,https://images.unsplash.com/photo-1531761535209-180857e963b9?w=800,"₩2,200,000~",약 24시간(경유),,,트립닷컴에서 항공권 확인하기,-20.47,-66.83
11,오악사카,"해골과 꽃의 축제, 죽음을 기념하는 화려한 멕시코",mx,쾌청함,16-24°C,"11월 1~2일 디아 드 로스 무에르토스 축제가 열리는 오악사카는 멕시코 최고의 여행 시즌입니다. 화려한 꽃 장식과 해골 코스튬, 마리아치 음악이 어우러진 이 축제는 유네스코 무형유산입니다.",https://images.unsplash.com/photo-1518638150340-f706e86654de?w=800,"₩1,700,000~",약 16시간(경유),,,트립닷컴에서 항공권 확인하기,17.07,-96.72
11,뉴욕,"세계 최대 퍼레이드, 뉴욕의 추수감사절 매직",us,서늘함,5-12°C,"11월 추수감사절 전후 뉴욕은 메이시스 퍼레이드, 메트로폴리탄 뮤지엄 특별전, 크리스마스 장식이 시작되는 마법 같은 시기입니다. 플랫아이언 빌딩 단풍과 센트럴 파크 가을도 황홀합니다.",https://images.unsplash.com/photo-1496442226666-8d4d0e62e6e9?w=800,"₩1,400,000~",약 14시간,,,트립닷컴에서 항공권 확인하기,40.71,-74.01
11,몰디브,세계에서 가장 아름다운 해변과 럭셔리 리조트,mv,맑음,28-32°C,"세계에서 가장 아름다운 해변과 럭셔리 리조트로 유명한 몰디브. 스노클링, 다이빙 등 다양한 해양 스포츠를 즐기며 완벽한 휴식을 취할 수 있습니다.",https://images.unsplash.com/photo-1698726654862-377c0218dfdc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxNYWxkaXZlcyUyMGJlYWNoJTIwcmVzb3J0fGVufDF8fHx8MTc3MTc0Nzc1NXww&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩1,200,000~",직항 약 8시간,,,트립닷컴에서 항공권 확인하기,3.2,73.22
11,두바이,부르즈 칼리파와 럭셔리가 있는 중동의 허브,ae,쾌적함,20-30°C,"세계 최고층 건물 부르즈 칼리파와 럭셔리 쇼핑몰, 인공 섬 팜 주메이라 등 화려한 볼거리가 가득한 두바이. 겨울철 여행지로 최고입니다.",https://images.unsplash.com/photo-1678789515224-a60b886cf119?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxEdWJhaSUyMFVBRSUyMHNreWxpbmV8ZW58MXx8fHwxNzcxNjU1NzYwfDA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩650,000~",직항 약 8시간,,,트립닷컴에서 항공권 확인하기,25.2,55.27
12,오사카,"겨울 먹방의 도시, 화려한 크리스마스 조명",jp,서늘함,7-12°C,"12월 오사카는 도톤보리와 난바, 루미나리에 조명이 도시를 빛으로 수놓습니다. 오코노미야키, 다코야키, 쿠시카츠 먹방 투어와 함께 유니버설 스튜디오 재팬 크리스마스 이벤트도 즐겨보세요.",https://images.unsplash.com/photo-1551641506-ee5bf4cb45f1?w=800,"₩400,000~",약 2시간,,,트립닷컴에서 항공권 확인하기,34.69,135.5
12,스리랑카,"인도양의 눈물, 홍차와 불교의 섬나라",lk,쾌청함,25-30°C,"12월은 스리랑카 서해안 건기로 콜롬보와 갈레 요새 여행 최적기입니다. 시기리야 바위 요새 등반, 홍차 산지 누와라엘리야, 야생 코끼리 핀나왈라까지 완벽한 동선으로 다채로운 매력을 경험하세요.",https://images.unsplash.com/photo-1566552881560-0be862a7c445?w=800,"₩800,000~",약 9시간(경유),,,트립닷컴에서 항공권 확인하기,7.87,80.77
12,치앙마이(축등 축제),수천 개 등불이 하늘을 가득 채우는 이 페팽 축제,th,서늘함,15-25°C,12월 치앙마이는 건기 절정으로 야시장 야외 좌석에서 저녁 바람을 즐기기 최고입니다. 이 페팽 등불 축제를 경험하면 수천 개의 등불이 하늘로 날아오르는 몽환적인 장면을 목격하게 됩니다.,https://images.unsplash.com/photo-1484417894907-623942c8ee29?w=800,"₩550,000~",약 6시간,,,트립닷컴에서 항공권 확인하기,18.79,98.98
12,비엔나(크리스마스),"유럽 최고의 크리스마스 마켓, 클림트와 왈츠의 도시",at,서늘함,0-6°C,"12월 비엔나 크리스마스 마켓은 유럽 최고입니다. 비엔나 시청사 앞 마르크트, 글뤼바인 한 잔, 클림트 미술관, 오페라 하우스, 쇤브룬 궁전까지 클래식한 크리스마스의 모든 것이 있습니다.",https://images.unsplash.com/photo-1516550893923-42d28e5677af?w=800,"₩1,400,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,48.21,16.37
12,스트라스부르,"세계 최초 크리스마스 마켓, 알자스의 동화 마을",fr,서늘함,0-6°C,1570년부터 시작된 세계 최초의 크리스마스 마켓이 열리는 스트라스부르는 12월에 방문해야 하는 도시입니다. 쁘띠 프랑스 지구의 목조 건물에 장식된 크리스마스 조명은 동화 속 풍경입니다.,https://images.unsplash.com/photo-1522926193341-e9ffd686c60f?w=800,"₩1,300,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,48.57,7.75
12,라플란드(핀란드),"산타의 고향, 오로라와 얼음 호텔의 나라",fi,서늘함,-15~-5°C,"12월은 핀란드 라플란드에서 오로라를 볼 수 있는 최적 시기입니다. 산타 빌리지, 얼음 호텔, 순록 썰매, 오로라 헌팅까지 겨울 동화 속으로 들어가는 경험을 하게 됩니다.",https://images.unsplash.com/photo-1531366936337-7c912a4589a7?w=800,"₩1,800,000~",약 14시간(경유),,,트립닷컴에서 항공권 확인하기,66.5,25.73
12,리우데자네이루(새해),"코파카바나 새해 폭죽, 세계 최대 카운트다운",br,더움,26-34°C,12월 31일 코파카바나 해변의 리우 새해 카운트다운은 세계 최대 규모입니다. 200만 명이 흰 옷을 입고 예만자 여신에게 꽃을 바치며 바다로 걸어 들어가는 의식은 평생 잊지 못할 장면입니다.,https://images.unsplash.com/photo-1483729558449-99ef09a8c325?w=800,"₩2,200,000~",약 22시간(경유),,,트립닷컴에서 항공권 확인하기,-22.91,-43.17
12,뉴욕(크리스마스&새해),"세계에서 가장 유명한 새해 카운트다운, 타임스퀘어",us,서늘함,-2~6°C,"12월 뉴욕 록펠러 센터 크리스마스 트리, 오르세 스케이트 링크, 5번가 쇼윈도 장식은 크리스마스 정취의 절정입니다. 타임스퀘어 새해 볼 드롭은 전 세계에 생중계되는 세계 최고의 카운트다운입니다.",https://images.unsplash.com/photo-1496442226666-8d4d0e62e6e9?w=800,"₩1,600,000~",약 14시간,,,트립닷컴에서 항공권 확인하기,40.71,-74.01
12,칸쿤(새해),카리브해 리조트에서 맞이하는 화려한 신년 파티,mx,더움,24-30°C,"12월은 칸쿤 건기로 연말 연시를 따뜻한 카리브해 리조트에서 보내기 최적입니다. 호텔 존의 올인클루시브 리조트, 세노테 투어, 마야 유적지 방문까지 한 번에 즐길 수 있는 멕시코 연말 여행입니다.",https://images.unsplash.com/photo-1552074284-5e88ef1aef18?w=800,"₩1,900,000~",약 18시간(경유),,,트립닷컴에서 항공권 확인하기,21.16,-86.85
12,레이캬비크,오로라와 온천이 있는 신비로운 북극 도시,is,서늘함,10-15°C,"장엄한 자연 경관과 오로라, 온천으로 유명한 아이슬란드. 여름에는 백야를, 겨울에는 오로라를 감상할 수 있는 신비로운 여행지입니다.",https://images.unsplash.com/photo-1488415032361-b7e238421f1b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxJY2VsYW5kJTIwbm9ydGhlcm4lMjBsaWdodHN8ZW58MXx8fHwxNzcxNjY1NjQwfDA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩1,100,000~",직항 약 14시간,,,트립닷컴에서 항공권 확인하기,64.13,-21.93
12,인터라켄,알프스와 에메랄드 호수가 있는 스위스의 관문,ch,쾌청함,15-23°C,"알프스 산맥의 절경을 감상할 수 있는 스위스. 융프라우, 마터호른 등 웅장한 산과 에메랄드빛 호수가 어우러진 환상적인 풍경을 즐길 수 있습니다.",https://images.unsplash.com/photo-1705081242921-7ac750a0f8f6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxTd2l0emVybGFuZCUyMEFscHMlMjBtb3VudGFpbnN8ZW58MXx8fHwxNzcxNzQ3NzU2fDA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩1,050,000~",경유 약 14시간,,,트립닷컴에서 항공권 확인하기,46.69,7.87
12,삿포로(겨울),"눈의 왕국 삿포로, 유키 마쓰리와 온천의 계절",jp,서늘함,-8~-2°C,"12월 삿포로는 하얀 설원으로 변신합니다. 오도리 공원의 크리스마스 일루미네이션, 근교 조잔케이 온천에서의 설경 노천탕, 삿포로 눈 축제(유키 마쓰리) 준비 시즌의 활기찬 도시를 즐겨보세요. 스키 리조트 루스츠·기로로도 시즌 오픈해 스키 여행자에게 최적입니다.",https://images.unsplash.com/photo-1542051841857-5f90071e7989?w=800,"₩350,000~",약 3시간,,,트립닷컴에서 항공권 확인하기,43.06,141.35
